user_id,product_id,rating
30004292,102093936,5
87423,102093936,4
10441551,102093936,5
13714271,102093936,5
14479838,102093936,5
17195857,102093936,5
15794933,102093936,5
7884174,158755500,5
24508580,158755500,5
689075,143687625,5
462177,143687625,5
17471435,143687625,5
15668179,143687625,5
16384947,143687625,5
12555317,143687625,5
17935098,143687625,4
9255539,143687625,5
79928,143687625,5
12487259,143687625,5
11550569,143687625,5
12412498,143687625,5
6225766,143687625,5
26107587,143687625,5
13548923,143687625,5
6711797,143687625,5
21877134,143687625,5
23154176,143687625,5
27991575,140463525,4
18632124,140463525,5
27991575,113926163,4
16480456,113926163,5
17949258,113926163,5
15451443,113926163,1
21533000,113926163,5
19903848,113926163,1
25902317,113926163,5
7478536,113926163,5
17599872,113926163,5
1973553,113926163,5
14013516,113926163,5
25913625,113926163,5
22539427,113926163,5
7944155,112193938,2
11185838,112193938,5
28380561,112193938,4
22678737,112193938,5
21575302,112193938,5
6146521,112193938,4
18814391,112193938,5
2175518,112193938,1
21533000,112193938,5
21642934,112193938,5
22249618,112193938,5
22418114,112193938,5
22428908,112193938,5
22647830,112193938,5
15655630,112193938,5
22622057,112193938,5
21863726,112193938,5
22539427,112193938,5
22486044,112193938,5
24651924,112193938,3
16655257,112193938,5
24795333,112193938,5
21633040,112193938,5
8474601,112193938,4
22587688,112193938,5
21521992,112193938,5
22429314,112193938,5
21879408,112193938,5
10001049,112193938,5
22701847,112193938,5
22465514,112193938,5
22117678,112193938,5
27672292,112193938,4
22701877,112193938,5
19057902,112193938,1
26416894,112193938,5
13766582,112193938,5
26017109,112193938,5
22700911,112193938,5
22701905,112193938,5
22587593,112193938,5
1138758,112193938,5
25865735,112193938,5
25506024,112193938,4
26998591,112193938,5
17652942,112193938,5
19136262,112193938,5
22967548,112193938,4
15615220,112193938,4
25909880,112193938,5
22117656,112193938,5
13353035,112193938,5
22647703,112193938,5
8968353,112193938,5
19627092,112193938,3
25806285,112193938,5
11162249,112193938,4
20522066,112193938,4
18366006,99998242,5
9921155,99998242,4
14944022,99998242,5
340738,99998242,5
6588074,99998242,5
14984301,99998242,5
940622,99998242,5
23825760,99998242,1
11699959,99998242,5
16925899,99998242,5
24673970,99998242,5
20002479,99998242,4
18315106,99998242,4
19955820,99998242,5
17929066,99998242,5
1666525,99998242,5
14885855,99998242,5
25471028,99998242,5
18469683,99998242,4
21877134,99998242,5
26459508,99998242,5
380739,99998242,5
6711797,99998242,5
9922969,99998242,5
22566879,99998242,5
19103744,99998242,4
18416835,99998242,5
11765154,99998242,5
22529307,99998242,5
11525465,83395210,5
26561432,83395210,3
10583327,83395210,5
11906569,83395210,5
20388190,83395210,5
26152685,83395210,5
755783,83395210,4
16971685,83395210,5
8532370,83395210,4
7492506,83395210,5
17441203,83395210,5
5526448,83395210,4
8225629,83395210,5
16015362,83395210,4
11963056,83395210,5
14120161,83395210,5
19639116,82642292,5
11794148,82642292,4
26996425,82642292,4
8072796,82642292,5
13319709,82642292,4
15958812,82642292,1
20269686,82642292,5
17200837,82642292,4
14530143,82642292,5
18796806,82642292,4
14811956,82642292,5
21996882,82642292,5
18680590,82642292,5
11541761,82642292,4
18093204,82642292,5
6620989,74829876,5
22545878,74829876,1
20269686,74829876,5
15958812,74829876,1
22923442,74829876,5
19715462,74829876,4
1172687,74829876,5
20300071,74829876,4
972152,74829876,5
10028125,74829876,4
14019419,74829876,5
15830208,74829876,4
8556912,74829876,4
17434476,74829876,4
940622,53118531,5
5913482,53118531,5
1123123,53118531,4
6057842,53118531,4
19204297,53118531,5
17444510,53118531,4
22688101,53118531,5
19683553,53118531,1
18617038,53118531,5
18068458,53118531,5
22529307,53118531,5
13848287,53118531,5
10077704,53118531,5
14758895,53118531,4
19340476,53118531,5
21356737,53118531,5
1239582,53118531,5
21679130,53118531,5
17714349,53118531,5
19625306,53118531,5
18442004,53118531,4
260880,53118531,5
18429461,53118531,4
18460784,53118531,3
14910346,53118531,5
637970,53118531,3
11280193,53118531,5
24651979,52271547,4
28319258,52271547,5
21235012,52271547,5
15830208,52271547,5
1011960,52271547,5
12024306,52271547,5
18373006,52271547,4
21079763,52271547,5
14026438,52271547,1
13659146,52271547,5
12388970,52271547,5
14758895,52271547,5
17896648,52271547,5
13759658,52271547,5
11719138,52271547,4
12242307,51572500,5
30012494,51572500,5
19608421,51572500,5
18233397,51572500,4
28052246,51572500,5
18509508,51572500,5
24651924,51572500,3
16919148,51572500,5
7777985,51572500,1
7782398,51572500,5
9929202,51572500,5
27555080,51572500,5
7706612,51572500,5
9003894,51572500,2
17451825,51572500,5
16857033,51572500,2
21345030,51572500,4
11950597,51572500,4
1997360,51572500,5
23452579,51572500,1
23700484,51572500,4
15231141,51572500,5
20302699,51572500,5
14586236,51572500,5
14386154,51572500,5
14619323,51572500,2
22116035,51572500,5
20597639,51572500,4
467672,51572500,5
18516549,51572500,3
7994624,51572500,4
7870249,51572500,5
21808981,51572500,5
20778759,51572500,4
2146474,51572500,5
11801370,51572500,5
16659575,51572500,4
14790610,51572500,3
21996882,51572500,5
18680590,51572500,5
16572358,51572500,5
